1093;10;93;Achterzijde hoofd;Spondylitis ankylopoetica / ankylose;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1094;10;94;Achterzijde hoofd;Overige reumatische- en collageenaandoeningen ;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1095;10;95;Achterzijde hoofd;Littekenweefsel;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1096;10;96;Achterzijde hoofd;Sclerodermie;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1097;10;97;Achterzijde hoofd;Psoriasis;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1098;10;98;Achterzijde hoofd;Hyperhydrosis;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1099;10;99;Achterzijde hoofd;Overige huidaandoeningen;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1100;11;00;Aangezicht;Amputatie;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101;11;01;Aangezicht;Gewrichten, uitgezonderd wervelkolom, meniscectomie, synovectomie;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1102;11;02;Aangezicht;Botten, uitgezonderd wervelkolom;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1103;11;03;Aangezicht;Meniscectomie, synovectomie;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1104;11;04;Aangezicht;Pees, spier, ligament;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1105;11;05;Aangezicht;Wervelkolom;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1106;11;06;Aangezicht;Verwijderde osteosynthese materiaal;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1108;11;08;Aangezicht;Postoperatieve contractuur / atrofie;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1109;11;09;Aangezicht;Overige chirurgie van het bewegingsapparaat (incl. nieuwvormingen);dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1110;11;10;Aangezicht;Aseptische botnecrose;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1111;11;11;Aangezicht;Afwijkingen wervelkolom / bekken;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1112;11;12;Aangezicht;Skeletafwijkingen (aangeboren);dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1113;11;13;Aangezicht;Ossificatiestoornis;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1114;11;14;Aangezicht;Ontstekingen / nieuwvormingen in het skelet;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115;11;15;Aangezicht;Pseudo-arthrose / epiphysiolysis / apofysitiden;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116;11;16;Aangezicht;Standsafwijkingen extremiteiten;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117;11;17;Aangezicht;Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1118;11;18;Aangezicht;Overige orthopedische aandoeningen zonder chirurgie;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1119;11;19;Aangezicht;Dupuytren;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1120;11;20;Aangezicht;Epicondylitis / tendinitis / tendovaginitis;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1121;11;21;Aangezicht;Bursitis (niet traumatisch) / capsulitis;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1122;11;22;Aangezicht;Chondropathie / arthropathie / meniscuslaesie;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123;11;23;Aangezicht;Arthrose;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1124;11;24;Aangezicht;Osteoporose;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1125;11;25;Aangezicht;Syndroom van Costen;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1126;11;26;Aangezicht;Spier-, pees- en fascie aandoeningen;open;;;;;;Niet Bijlage 1;;;x;;;;;;;;;;;;;;x;x;x;x;;;;x;x;x;;
1127;11;27;Aangezicht;Discusdegeneratie, coccygodynie / HNP;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1128;11;28;Aangezicht;Sudeckse a(dys)trofie;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1131;11;31;Aangezicht;Gewrichtcontusie / -distorsie;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1132;11;32;Aangezicht;Luxatie (sub-);dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1133;11;33;Aangezicht;Spier-, peesruptuur / haematoom;open;;;12 mnd in aansluiting op opname ziekenhuis of revalidatie-inrichting.;Start behandeling binnen 3 maanden na ontslag*;"D5°. status na opname in een ziekenhuis, een verpleeginrichting of een instelling voor revalidatie dan wel na dagbehandeling in een instelling voor revalidatie en de hulp dient ter bespoediging van het herstel na ontslag naar huis of de beëindiging van de dagbehandeling;";Bijlage 1 / Niet Bijlage 1 ;x;x;x;; ; ;;;;;;;;;;x;x;x;x;x;;;x;x;x;x;;
1134;11;34;Aangezicht;Hydrops / haemarthos / haematoom;open;;;;;;Niet Bijlage 1;;;x;;;;;;;;;;;;;;x;x;x;x;;;;x;x;x;;
1135;11;35;Aangezicht;Myositis ossificans / adhaesies / traumatische bursitis;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136;11;36;Aangezicht;Fracturen;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137;11;37;Aangezicht;?;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1138;11;38;Aangezicht;Whiplash injury (nektrauma);dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1139;11;39;Aangezicht;Status na brandwonden;open;;;"D4° o.b.v. med.noodzaak
D5° 12 mnd in aansluiting op opname ziekenhuis of revalidatie-inrichting.";D5° Start behandeling binnen 3 maanden na ontslag*.;"D4°. littekenweefsel van de huid al dan niet na een trauma;
D5°. status na opname in een ziekenhuis, een verpleeginrichting of een instelling voor revalidatie dan wel na dagbehandeling in een instelling voor revalidatie en de hulp dient ter bespoediging van het herstel na ontslag naar huis of de beëindiging van de dagbehandeling;";Bijlage 1 / Niet Bijlage 1 ;x;x;x;; ; ;;;;;;;;;;x;x;x;x;x;;;x;x;x;x;;
1140;11;40;Aangezicht;Hartaandoeningen (niet genoemd onder 41 t/m 49);dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1141;11;41;Aangezicht;Myocard-infarct (AMI);dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1142;11;42;Aangezicht;Status na coronary artery bypassoperatie (CABG);dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1143;11;43;Aangezicht;Status na percutane transluminale coronair angioplastiek (PTCA);dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1144;11;44;Aangezicht;Status na hartklepoperatie;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1145;11;45;Aangezicht;Status na operatief gecorrigeerde congenitale afwijkingen;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1146;11;46;Aangezicht;Lymfevataandoeningen / oedeem;open;Lymfoedeem/stuwing met destructie van het lymfatische weefsel;;o.b.v. med.noodzaak;;D3°. lymfoedeem;Bijlage 1 / Niet Bijlage 1 ;x;x;x;; ; ;;;;;;;;;;x;x;x;x;x;;;x;x;x;x;;
1147;11;47;Aangezicht;Ulcus / decubitus / necrose;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1148;11;48;Aangezicht;Algemeen vaatlijden, circulatiestoornissen;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1149;11;49;Aangezicht;?;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1150;11;50;Aangezicht;Cara;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1151;11;51;Aangezicht;Aangeboren afwijkingen tractus respiratorius;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1152;11;52;Aangezicht;Pneumothorax / longoedeem;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1153;11;53;Aangezicht;Luchtweginfecties;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1154;11;54;Aangezicht;COPD;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1155;11;55;Aangezicht;Emfyseem;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1156;11;56;Aangezicht;Interstitiële longaandoeningen incl. sarcoïdose;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1160;11;60;Aangezicht;Diabetes mellitus;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1161;11;61;Aangezicht;Immuniteitsstoornissen;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1162;11;62;Aangezicht;Spastisch colon;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1164;11;64;Aangezicht;Adipositas;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1165;11;65;Aangezicht;Overige-, erfelijke aandoeningen;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1168;11;68;Aangezicht;Chirurgie niet bewegingsapparaat (niet cardiochirurgie);open;;;12 mnd in aansluiting op opname ziekenhuis of revalidatie-inrichting.;Start behandeling binnen 3 maanden na ontslag*;"D5°. status na opname in een ziekenhuis, een verpleeginrichting of een instelling voor revalidatie dan wel na dagbehandeling in een instelling voor revalidatie en de hulp dient ter bespoediging van het herstel na ontslag naar huis of de beëindiging van de dagbehandeling;";Bijlage 1 / Niet Bijlage 1 ;x;x;x;; ; ;;;;;;;;;;x;x;x;x;x;;;x;x;x;x;;
1169;11;69;Aangezicht;Nieuwvormingen zonder chirurgie;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170;11;70;Aangezicht;Perifere zenuwaandoening;open;"Neurofibromatose type I met motorische uitval 
Perifere zenuwaandoening met motorische uitval
Zenuwlaesie met motorische uitval
";;o.b.v. med.noodzaak;;A4°. perifere zenuwaandoening indien sprake is van motorische uitval;Bijlage 1 / Niet Bijlage 1 ;x;x;x;; ; ;;;;;;;;;;x;x;x;x;x;;;x;x;x;x;;
1171;11;71;Aangezicht;Cerebellaire aandoeningen / encephalopathieën;open;;;o.b.v. med.noodzaak;;"A7°. aangeboren afwijking van het centraal zenuwstelsel
A9°. uitvalsverschijnselen als gevolg van een tumor in de hersenen of het ruggenmerg dan wel als gevolg van hersenletsel";Bijlage 1;x;x;;;;;;;;;;;;;;x;;;;;;;x;;;;;
1172;11;72;Aangezicht;Cerebrovasculair accident / centrale parese;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1173;11;73;Aangezicht;Multiple sclerose / ALS/ spinale spieratrofie;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1174;11;74;Aangezicht;Parkinson / extrapyramidale aandoening;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175;11;75;Aangezicht;HNP met radiculair syndroom;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1176;11;76;Aangezicht;Dwarslaesie (incl. traumatisch en partieel);dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1177;11;77;Aangezicht;Neurotraumata;open;;;o.b.v. med.noodzaak;;A4°. perifere zenuwaandoening indien sprake is van motorische uitval;Bijlage 1;x;x;;;;;;;;;;;;;;x;;;;;;;x;;;;;
1178;11;78;Aangezicht;Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong;open;Polyradiculo/ -neuropathie met parese(n);;o.b.v. med.noodzaak;;A4°. perifere zenuwaandoening indien sprake is van motorische uitval;Bijlage 1;x;x;;;;;;;;;;;;;;x;;;;;;;x;;;;;
1179;11;79;Aangezicht;Psychomotore retardatie / ontwikkelingsstoornissen;dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1180;11;80;Aangezicht;Symptomatologie (nog zonder aanwijsbare pathologie);dicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1181;11;81;Aangezicht;Psychosomatische aandoeningen;open;;;;;;Niet Bijlage 1;;;x;;;;;;;;;;;;;;x;x;x;x;;;;x;x;x;;
